,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
2522,28,blue-collar,married,secondary,no,2788,yes,no,unknown,6,jun,369,2,-1,0,unknown,yes
2523,43,entrepreneur,married,secondary,no,59,no,no,unknown,13,may,437,2,-1,0,unknown,no
2524,57,housemaid,single,secondary,no,254,no,no,cellular,8,oct,676,1,-1,0,unknown,no
2525,50,management,divorced,tertiary,no,201,yes,no,cellular,24,jul,248,1,-1,0,unknown,no
2526,53,services,married,secondary,no,-2,yes,yes,cellular,16,apr,144,2,-1,0,unknown,no
2527,39,entrepreneur,married,secondary,no,0,no,no,cellular,21,nov,108,7,-1,0,unknown,no
2528,53,admin.,married,secondary,no,1796,no,no,telephone,16,mar,295,1,91,2,success,yes
2529,36,management,divorced,tertiary,no,0,no,no,cellular,28,aug,81,4,-1,0,unknown,no
2530,50,housemaid,married,primary,no,395,yes,no,unknown,15,may,419,2,-1,0,unknown,no
2531,41,entrepreneur,married,primary,no,39,yes,no,cellular,21,nov,549,2,-1,0,unknown,yes
2532,28,services,single,secondary,no,317,yes,no,unknown,16,may,21,3,-1,0,unknown,no
2533,32,management,married,tertiary,no,0,no,no,cellular,26,aug,104,9,-1,0,unknown,no
2534,59,unemployed,divorced,secondary,no,2921,no,no,telephone,3,feb,251,1,-1,0,unknown,no
2535,31,admin.,married,secondary,no,3,yes,no,cellular,28,jul,37,12,-1,0,unknown,no
2536,39,admin.,married,secondary,no,406,no,no,cellular,30,jul,253,5,-1,0,unknown,no
2537,50,entrepreneur,married,tertiary,no,52,no,no,cellular,31,jul,22,8,-1,0,unknown,no
2538,57,technician,married,secondary,no,6164,no,no,cellular,19,nov,161,2,-1,0,unknown,no
2539,33,management,single,tertiary,no,9449,yes,no,cellular,8,may,428,1,-1,0,unknown,no
2540,28,admin.,single,secondary,no,26,yes,no,cellular,7,may,227,2,-1,0,unknown,no
2541,52,management,married,secondary,no,428,yes,no,unknown,30,may,153,1,-1,0,unknown,no
2542,41,self-employed,married,primary,no,340,no,no,unknown,6,jun,37,3,-1,0,unknown,no
2543,20,student,single,secondary,no,291,no,no,telephone,11,may,172,5,371,5,failure,no
2544,51,services,married,secondary,no,0,no,no,cellular,18,jul,439,3,-1,0,unknown,no
2545,36,technician,divorced,secondary,no,566,yes,no,unknown,20,may,129,2,-1,0,unknown,no
2546,34,admin.,married,secondary,no,1671,no,no,unknown,21,may,160,1,-1,0,unknown,no
2547,55,housemaid,married,primary,no,16,no,no,unknown,20,jun,64,1,-1,0,unknown,no
2548,41,technician,married,secondary,no,351,yes,no,cellular,9,jul,175,1,-1,0,unknown,no
2549,36,technician,single,secondary,yes,12,no,no,cellular,12,aug,587,2,-1,0,unknown,yes
2550,40,student,married,secondary,no,260,no,no,cellular,19,nov,52,1,152,6,failure,no
2551,41,blue-collar,married,primary,no,7735,yes,no,cellular,20,nov,220,1,190,1,failure,no
2552,60,retired,married,secondary,no,78,yes,no,unknown,12,may,113,3,-1,0,unknown,no
2553,30,services,single,primary,no,79,yes,no,cellular,15,may,317,1,-1,0,unknown,no
2554,50,blue-collar,married,primary,no,3924,yes,no,cellular,20,apr,122,2,-1,0,unknown,no
2555,57,technician,married,tertiary,no,27069,no,yes,unknown,20,jun,174,3,-1,0,unknown,no
2556,36,technician,single,secondary,no,1521,yes,no,unknown,16,jun,243,2,-1,0,unknown,no
2557,27,unknown,single,tertiary,no,6421,no,no,telephone,28,jan,147,4,-1,0,unknown,no
2558,38,services,single,secondary,no,-196,yes,no,cellular,2,feb,60,1,271,1,failure,no
2559,40,services,divorced,secondary,no,1959,yes,no,unknown,30,may,177,1,-1,0,unknown,no
2560,53,admin.,married,secondary,no,225,yes,no,cellular,20,apr,304,1,340,1,failure,no
2561,48,management,single,secondary,no,290,yes,no,cellular,21,jul,257,2,-1,0,unknown,no
2562,29,blue-collar,single,secondary,no,908,yes,no,unknown,20,jun,1663,1,-1,0,unknown,yes
2563,43,services,married,secondary,no,978,yes,yes,unknown,26,may,82,2,-1,0,unknown,no
2564,45,blue-collar,single,primary,yes,-183,no,yes,cellular,15,jul,395,4,-1,0,unknown,no
2565,33,blue-collar,married,primary,no,245,yes,yes,cellular,8,may,253,3,-1,0,unknown,no
2566,54,blue-collar,married,primary,no,4503,no,no,telephone,21,nov,168,3,-1,0,unknown,no
2567,36,management,married,tertiary,no,61,no,yes,cellular,19,aug,452,2,-1,0,unknown,no
2568,46,technician,divorced,secondary,no,-824,yes,no,cellular,7,aug,429,3,-1,0,unknown,yes
2569,39,blue-collar,married,primary,no,694,yes,no,cellular,21,nov,44,1,-1,0,unknown,no
2570,33,management,married,secondary,no,4040,yes,no,cellular,20,apr,132,2,-1,0,unknown,no
2571,64,retired,divorced,tertiary,no,890,no,no,cellular,3,jul,531,3,-1,0,unknown,no
2572,44,technician,divorced,secondary,no,316,yes,no,cellular,21,jul,163,3,-1,0,unknown,no
2573,36,management,single,secondary,no,0,no,no,cellular,13,aug,333,5,-1,0,unknown,no
2574,40,services,married,secondary,no,771,yes,no,cellular,15,may,173,4,-1,0,unknown,no
2575,58,admin.,married,secondary,no,1142,no,no,telephone,4,feb,82,3,-1,0,unknown,no
2576,40,self-employed,divorced,secondary,no,1876,no,yes,unknown,20,jun,269,1,-1,0,unknown,no
2577,42,technician,divorced,secondary,no,-280,yes,no,unknown,26,may,258,1,-1,0,unknown,no
2578,48,technician,married,secondary,no,1152,yes,no,cellular,21,jul,168,5,-1,0,unknown,no
2579,50,blue-collar,divorced,primary,no,1545,yes,no,cellular,20,nov,25,1,-1,0,unknown,no
2580,24,student,single,secondary,no,508,yes,no,telephone,18,may,12,3,374,1,other,no
2581,49,services,married,tertiary,no,306,yes,no,cellular,18,aug,285,7,-1,0,unknown,no
2582,28,technician,married,secondary,no,232,yes,yes,cellular,29,jan,72,1,261,1,failure,no
2583,30,technician,single,secondary,no,102,yes,no,unknown,7,may,614,2,-1,0,unknown,no
2584,37,blue-collar,divorced,secondary,no,48,yes,no,unknown,8,may,133,2,-1,0,unknown,no
2585,35,blue-collar,divorced,primary,no,-587,yes,no,unknown,26,may,111,1,-1,0,unknown,no
2586,30,services,single,secondary,no,432,yes,no,unknown,20,may,340,3,-1,0,unknown,no
2587,37,admin.,married,secondary,no,749,no,no,cellular,21,apr,219,1,-1,0,unknown,no
2588,33,admin.,married,tertiary,no,79,yes,no,cellular,22,oct,249,2,335,2,failure,yes
2589,39,technician,single,tertiary,no,5803,no,no,cellular,2,feb,83,3,-1,0,unknown,no
2590,34,unemployed,married,secondary,no,0,yes,no,cellular,13,may,172,1,-1,0,unknown,no
2591,35,technician,divorced,secondary,no,0,no,no,cellular,25,aug,124,4,-1,0,unknown,no
2592,38,services,married,secondary,no,497,yes,yes,unknown,19,may,88,5,-1,0,unknown,no
2593,48,technician,married,tertiary,no,9207,no,no,cellular,18,aug,445,3,-1,0,unknown,no
2594,35,technician,single,secondary,no,175,yes,no,cellular,29,jan,219,1,246,1,failure,no
2595,19,student,single,unknown,no,1169,no,no,cellular,6,feb,463,18,-1,0,unknown,no
2596,62,management,married,tertiary,no,0,no,no,cellular,13,oct,78,3,-1,0,unknown,no
2597,31,blue-collar,single,secondary,no,-219,yes,no,unknown,30,may,66,2,-1,0,unknown,no
2598,35,unknown,married,primary,no,365,no,no,cellular,29,aug,41,2,-1,0,unknown,no
2599,40,technician,divorced,tertiary,no,1871,yes,no,cellular,17,nov,64,1,-1,0,unknown,no
2600,55,admin.,married,secondary,no,602,no,no,cellular,1,jun,324,3,90,2,success,yes
2601,36,management,single,tertiary,no,613,no,no,cellular,7,aug,86,2,-1,0,unknown,no
2602,27,blue-collar,married,secondary,no,362,yes,no,unknown,14,may,332,2,-1,0,unknown,no
2603,36,blue-collar,single,primary,no,367,no,no,cellular,2,feb,217,1,221,1,failure,no
2604,34,admin.,married,secondary,no,475,yes,no,unknown,7,may,559,1,-1,0,unknown,no
2605,44,management,divorced,tertiary,no,-710,yes,no,cellular,10,jul,183,1,-1,0,unknown,no
2606,71,technician,married,tertiary,no,383,no,no,cellular,27,oct,327,2,183,3,success,no
2607,59,retired,divorced,secondary,no,5845,no,no,cellular,14,may,1060,2,-1,0,unknown,yes
2608,45,management,married,tertiary,no,-459,no,no,cellular,21,aug,508,6,-1,0,unknown,no
2609,31,self-employed,single,secondary,no,203,no,yes,cellular,19,nov,177,1,-1,0,unknown,no
2610,42,management,married,tertiary,no,9009,no,no,cellular,20,nov,135,2,-1,0,unknown,no
2611,31,services,single,secondary,no,481,yes,no,cellular,20,nov,106,2,183,2,failure,no
2612,31,entrepreneur,single,tertiary,no,1957,no,no,cellular,4,feb,112,3,-1,0,unknown,no
2613,37,blue-collar,married,secondary,no,685,yes,no,unknown,6,jun,968,1,-1,0,unknown,no
2614,75,retired,divorced,secondary,no,1341,no,no,cellular,18,dec,415,7,-1,0,unknown,yes
2615,36,management,single,tertiary,no,0,no,no,cellular,11,aug,108,2,-1,0,unknown,no
2616,48,blue-collar,married,primary,no,199,no,no,telephone,18,aug,29,2,-1,0,unknown,no
2617,36,technician,single,secondary,no,1855,yes,no,cellular,4,feb,75,1,273,1,failure,no
2618,38,unemployed,married,tertiary,no,1449,no,no,unknown,26,may,535,6,-1,0,unknown,no
2619,47,management,divorced,tertiary,no,1149,no,yes,cellular,15,jul,82,2,-1,0,unknown,no
2620,36,technician,married,tertiary,no,0,no,no,cellular,22,aug,147,2,-1,0,unknown,no
2621,57,retired,married,tertiary,no,0,no,no,cellular,12,aug,116,4,-1,0,unknown,no
2622,65,retired,divorced,unknown,no,300,no,no,cellular,2,aug,245,2,-1,0,unknown,no
2623,35,technician,married,secondary,no,1067,no,yes,cellular,12,aug,179,6,-1,0,unknown,no
2624,50,management,single,tertiary,no,1200,no,no,cellular,14,aug,904,3,-1,0,unknown,yes
2625,38,entrepreneur,married,secondary,no,593,yes,yes,cellular,24,jul,1484,24,-1,0,unknown,yes
2626,46,management,divorced,tertiary,no,25,no,no,unknown,17,jun,564,2,-1,0,unknown,no
2627,41,admin.,married,secondary,no,2993,yes,no,cellular,22,jul,24,12,-1,0,unknown,no
2628,54,self-employed,married,secondary,no,641,yes,no,cellular,17,apr,472,1,148,2,failure,no
2629,34,management,married,tertiary,no,436,no,yes,cellular,28,jul,118,4,-1,0,unknown,no
2630,31,blue-collar,married,secondary,no,0,no,yes,telephone,15,jul,275,2,-1,0,unknown,no
2631,56,retired,married,secondary,no,-1206,yes,no,cellular,15,jun,382,2,-1,0,unknown,yes
2632,33,blue-collar,married,secondary,no,640,yes,no,cellular,3,feb,439,3,-1,0,unknown,no
2633,44,admin.,married,secondary,no,2403,yes,no,cellular,28,jan,180,2,-1,0,unknown,no
2634,48,technician,married,secondary,no,5,no,no,unknown,9,jun,65,6,-1,0,unknown,no
2635,33,blue-collar,married,secondary,no,625,yes,no,unknown,28,may,410,1,-1,0,unknown,no
2636,41,retired,single,primary,no,0,no,no,cellular,8,may,239,1,368,2,failure,no
2637,43,management,married,tertiary,no,291,yes,no,unknown,9,may,150,2,-1,0,unknown,no
2638,46,blue-collar,married,primary,no,1429,yes,no,unknown,14,may,91,1,-1,0,unknown,no
2639,37,management,married,tertiary,no,539,no,no,cellular,18,jan,540,2,115,3,failure,no
2640,53,retired,married,secondary,no,4968,no,no,cellular,6,may,109,1,87,2,failure,no
2641,40,management,married,tertiary,no,10786,no,no,unknown,20,jun,111,3,-1,0,unknown,no
2642,55,management,divorced,tertiary,no,-612,no,no,cellular,26,aug,131,2,-1,0,unknown,no
2643,59,admin.,married,secondary,no,2381,no,no,cellular,30,apr,173,2,-1,0,unknown,no
2644,30,management,single,tertiary,yes,35,no,no,cellular,30,jul,185,4,-1,0,unknown,no
2645,36,management,married,tertiary,no,23,no,no,cellular,26,aug,133,11,-1,0,unknown,no
2646,52,blue-collar,divorced,primary,no,-191,yes,no,unknown,15,may,755,1,-1,0,unknown,yes
2647,48,management,married,tertiary,no,1147,no,no,cellular,5,aug,389,1,64,2,success,yes
2648,34,management,married,tertiary,no,-308,yes,no,cellular,30,apr,140,2,-1,0,unknown,no
2649,32,technician,single,tertiary,no,2185,no,no,cellular,20,nov,354,2,-1,0,unknown,no
2650,43,management,divorced,tertiary,no,36,no,no,cellular,26,may,118,1,102,2,failure,no
2651,49,technician,married,secondary,no,12531,no,no,cellular,13,aug,77,8,-1,0,unknown,no
2652,56,technician,married,secondary,no,4073,no,no,cellular,27,aug,239,5,-1,0,unknown,no
2653,28,student,single,secondary,no,0,yes,no,unknown,15,may,133,3,-1,0,unknown,no
2654,34,management,married,tertiary,no,1906,yes,no,cellular,14,jul,68,3,-1,0,unknown,no
2655,30,management,married,tertiary,no,1942,yes,yes,cellular,21,nov,436,2,178,3,other,yes
2656,39,self-employed,single,unknown,no,0,no,no,unknown,20,jun,13,11,-1,0,unknown,no
2657,59,unknown,married,unknown,no,3940,no,no,unknown,5,jun,48,2,-1,0,unknown,no
2658,60,self-employed,married,primary,no,362,no,yes,cellular,29,jul,816,6,-1,0,unknown,yes
2659,34,blue-collar,married,secondary,no,1221,yes,no,cellular,6,may,182,1,90,8,failure,no
2660,54,blue-collar,married,secondary,no,2059,yes,no,cellular,25,aug,177,4,-1,0,unknown,no
2661,58,unemployed,married,secondary,no,610,yes,no,telephone,29,jul,246,2,-1,0,unknown,no
2662,34,housemaid,married,secondary,no,0,yes,no,unknown,30,oct,154,1,-1,0,unknown,yes
2663,51,self-employed,married,primary,no,307,yes,yes,unknown,17,jun,65,2,-1,0,unknown,no
2664,59,retired,married,unknown,no,1033,no,no,unknown,11,jun,1199,1,-1,0,unknown,yes
2665,29,services,married,secondary,no,11417,yes,no,unknown,28,may,272,2,-1,0,unknown,no
2666,59,management,divorced,primary,no,133,yes,no,cellular,9,jul,206,1,-1,0,unknown,no
2667,54,management,divorced,tertiary,no,7010,no,no,cellular,11,mar,275,2,-1,0,unknown,no
2668,42,services,married,secondary,no,3620,yes,no,unknown,27,may,22,16,-1,0,unknown,no
2669,31,management,married,tertiary,no,1384,yes,no,cellular,30,jan,203,2,2,3,other,no
2670,42,technician,married,secondary,no,4945,yes,no,cellular,2,mar,311,2,-1,0,unknown,yes
2671,50,blue-collar,married,unknown,no,452,no,no,cellular,20,aug,181,2,-1,0,unknown,no
2672,43,management,divorced,tertiary,no,38,yes,no,cellular,25,jul,197,6,-1,0,unknown,no
2673,53,technician,married,tertiary,no,3177,no,no,cellular,8,aug,92,2,-1,0,unknown,no
2674,33,technician,married,secondary,no,4790,yes,no,cellular,20,apr,137,1,272,2,failure,no
2675,53,technician,divorced,secondary,no,0,yes,yes,cellular,15,jul,135,5,-1,0,unknown,no
2676,47,technician,married,secondary,no,1219,no,no,cellular,18,aug,697,4,-1,0,unknown,yes
2677,37,technician,married,tertiary,no,6968,no,no,cellular,1,jun,175,1,-1,0,unknown,no
2678,38,blue-collar,married,secondary,no,284,yes,yes,unknown,3,jun,1030,6,-1,0,unknown,no
2679,43,blue-collar,married,secondary,no,699,yes,yes,cellular,20,nov,1258,2,122,2,other,yes
2680,33,blue-collar,married,secondary,no,467,yes,no,unknown,21,may,494,2,-1,0,unknown,no
2681,60,entrepreneur,married,primary,no,0,no,no,telephone,23,jul,40,1,-1,0,unknown,no
2682,45,technician,married,secondary,no,999,yes,no,cellular,20,nov,215,6,188,2,failure,no
2683,45,technician,single,tertiary,no,0,yes,no,cellular,18,nov,139,2,-1,0,unknown,no
2684,36,management,married,tertiary,no,9,no,no,cellular,11,aug,386,4,-1,0,unknown,yes
2685,29,technician,married,secondary,no,444,yes,no,cellular,21,jul,130,4,-1,0,unknown,no
2686,48,blue-collar,married,primary,no,750,yes,no,cellular,18,may,90,6,-1,0,unknown,no
2687,46,admin.,married,secondary,no,22,yes,no,cellular,7,aug,414,4,-1,0,unknown,no
2688,38,management,married,tertiary,no,-558,yes,no,cellular,21,jul,533,1,-1,0,unknown,no
2689,39,technician,single,tertiary,no,1043,no,no,cellular,18,aug,195,10,-1,0,unknown,no
2690,58,entrepreneur,married,secondary,no,2,no,no,unknown,16,jun,684,1,-1,0,unknown,no
2691,35,management,married,tertiary,no,3161,no,no,cellular,8,aug,433,2,-1,0,unknown,no
2692,43,technician,single,secondary,no,593,yes,no,unknown,5,may,55,1,-1,0,unknown,no
2693,39,management,married,tertiary,no,246,no,no,cellular,11,aug,86,2,-1,0,unknown,no
2694,66,retired,married,primary,no,747,no,no,telephone,28,jan,203,3,93,1,failure,no
2695,32,services,married,secondary,no,38,yes,no,cellular,15,may,744,1,-1,0,unknown,yes
2696,56,housemaid,married,tertiary,no,1922,yes,no,cellular,24,jul,247,2,-1,0,unknown,no
2697,25,blue-collar,married,primary,yes,-589,yes,no,unknown,3,jun,233,1,-1,0,unknown,no
2698,32,technician,married,secondary,no,485,no,no,cellular,26,aug,98,14,-1,0,unknown,no
2699,26,housemaid,married,tertiary,no,543,no,no,cellular,30,jan,169,3,-1,0,unknown,no
2700,48,management,married,secondary,no,117,yes,no,cellular,16,apr,635,1,-1,0,unknown,no
2701,38,blue-collar,married,primary,no,3419,yes,no,unknown,20,jun,324,5,-1,0,unknown,no
2702,44,technician,single,tertiary,no,900,yes,no,cellular,29,jan,322,2,-1,0,unknown,no
2703,44,blue-collar,single,primary,no,787,yes,no,unknown,30,may,570,2,-1,0,unknown,no
2704,35,management,divorced,tertiary,no,473,no,yes,cellular,5,aug,37,2,-1,0,unknown,no
2705,42,admin.,married,secondary,no,4209,yes,no,unknown,5,jun,57,6,-1,0,unknown,no
2706,28,technician,single,secondary,no,227,no,no,cellular,30,apr,278,1,-1,0,unknown,yes
2707,59,admin.,married,secondary,no,817,no,no,cellular,9,apr,304,1,-1,0,unknown,no
2708,56,services,divorced,secondary,no,1007,no,no,cellular,29,jul,88,6,-1,0,unknown,no
2709,41,admin.,divorced,secondary,no,6046,yes,yes,telephone,15,mar,300,6,182,2,success,yes
2710,34,technician,married,secondary,no,-228,yes,no,cellular,20,apr,187,3,332,3,other,no
2711,63,retired,married,secondary,no,2747,no,no,cellular,11,sep,113,1,80,1,failure,no
2712,51,housemaid,married,primary,no,492,yes,no,unknown,20,may,142,3,-1,0,unknown,no
2713,24,technician,married,secondary,no,556,yes,no,cellular,18,aug,460,2,-1,0,unknown,yes
2714,50,blue-collar,married,primary,no,5776,no,no,cellular,18,nov,49,3,-1,0,unknown,no
2715,34,technician,married,tertiary,no,5060,yes,no,cellular,21,aug,12,21,-1,0,unknown,no
2716,42,blue-collar,married,primary,no,-10,yes,no,unknown,9,may,291,4,-1,0,unknown,no
2717,55,admin.,married,secondary,no,1102,yes,no,unknown,15,may,126,2,-1,0,unknown,no
2718,35,management,married,tertiary,no,175,yes,no,cellular,7,aug,257,2,-1,0,unknown,no
2719,37,services,married,secondary,no,4760,yes,no,cellular,8,may,182,2,169,2,failure,no
2720,43,technician,married,tertiary,no,192,no,no,cellular,5,aug,203,2,-1,0,unknown,no
2721,36,admin.,divorced,secondary,no,-37,yes,no,unknown,27,may,151,1,-1,0,unknown,no
2722,30,services,married,secondary,no,1286,yes,yes,cellular,17,jul,544,1,-1,0,unknown,no
2723,60,technician,single,primary,no,11262,no,no,cellular,26,aug,323,1,-1,0,unknown,yes
2724,47,management,single,tertiary,no,153,yes,no,cellular,18,nov,192,2,-1,0,unknown,no
2725,59,technician,married,primary,no,3163,yes,no,unknown,29,may,240,2,-1,0,unknown,no
2726,43,management,married,tertiary,no,2767,yes,no,unknown,15,may,317,7,-1,0,unknown,no
2727,43,management,single,secondary,no,1029,yes,no,unknown,2,jun,145,1,-1,0,unknown,no
2728,28,technician,single,secondary,no,618,yes,no,cellular,7,may,281,1,-1,0,unknown,no
2729,53,entrepreneur,married,unknown,no,28,no,no,cellular,31,jul,117,2,-1,0,unknown,no
2730,42,blue-collar,married,secondary,no,352,yes,no,cellular,11,may,79,3,-1,0,unknown,no
2731,39,services,married,secondary,no,5731,yes,no,unknown,20,may,175,2,-1,0,unknown,no
2732,35,blue-collar,single,secondary,no,376,yes,yes,unknown,6,may,207,3,-1,0,unknown,no
2733,57,management,married,tertiary,no,320,no,no,cellular,7,aug,76,2,-1,0,unknown,no
2734,57,technician,married,secondary,no,16063,yes,no,unknown,30,may,352,3,-1,0,unknown,no
2735,56,blue-collar,married,primary,no,551,no,no,unknown,29,may,27,1,-1,0,unknown,no
2736,52,blue-collar,married,primary,no,2,no,no,unknown,9,jun,70,3,-1,0,unknown,no
2737,36,blue-collar,married,primary,no,973,yes,yes,unknown,23,may,293,1,-1,0,unknown,no
2738,34,management,single,tertiary,no,1,no,no,cellular,19,nov,582,1,-1,0,unknown,no
2739,55,services,divorced,secondary,no,218,yes,no,unknown,29,may,200,2,-1,0,unknown,no
2740,42,technician,married,secondary,no,2030,yes,yes,cellular,9,jul,196,1,-1,0,unknown,no
2741,23,services,married,secondary,no,-19,yes,no,unknown,20,jun,13,10,-1,0,unknown,no
2742,36,management,married,secondary,no,-148,no,no,cellular,18,nov,144,2,-1,0,unknown,no
2743,21,services,single,secondary,no,361,no,no,telephone,5,jun,329,1,95,1,other,no
2744,32,blue-collar,married,secondary,no,517,yes,no,unknown,5,may,528,1,-1,0,unknown,no
2745,36,blue-collar,married,secondary,no,198,yes,no,unknown,9,may,400,2,-1,0,unknown,no
2746,31,blue-collar,married,secondary,no,3653,yes,yes,cellular,21,nov,252,1,168,4,failure,no
2747,45,management,married,tertiary,no,5450,no,no,cellular,8,aug,188,2,-1,0,unknown,no
2748,30,blue-collar,single,secondary,no,180,no,no,cellular,14,jul,203,1,183,2,failure,no
2749,42,management,married,tertiary,no,1205,no,no,telephone,8,sep,376,2,-1,0,unknown,yes
2750,38,technician,married,tertiary,no,45,no,no,cellular,22,jul,125,4,-1,0,unknown,no
2751,53,technician,married,secondary,no,100,no,no,cellular,13,aug,205,4,-1,0,unknown,no
2752,44,blue-collar,married,primary,no,-312,yes,no,unknown,20,jun,22,3,-1,0,unknown,no
2753,80,management,married,primary,no,6483,no,no,telephone,19,oct,123,1,-1,0,unknown,no
2754,61,retired,married,secondary,no,5207,no,no,cellular,11,sep,336,1,81,2,other,no
2755,39,services,divorced,secondary,no,687,yes,no,cellular,9,jul,869,1,-1,0,unknown,yes
2756,30,blue-collar,married,secondary,no,6,yes,no,cellular,28,jan,241,3,-1,0,unknown,no
2757,29,technician,married,secondary,no,1599,yes,no,cellular,8,jul,115,1,61,1,failure,no
2758,55,management,married,primary,no,229,no,yes,unknown,9,jun,175,3,-1,0,unknown,no
2759,33,technician,married,secondary,no,0,yes,yes,cellular,19,nov,163,2,-1,0,unknown,no
2760,58,retired,married,primary,no,5092,no,no,unknown,11,jun,199,6,-1,0,unknown,no
2761,52,entrepreneur,divorced,primary,no,278,yes,no,unknown,7,may,688,2,-1,0,unknown,no
2762,39,self-employed,married,tertiary,no,585,yes,no,cellular,18,nov,48,1,181,3,failure,no
2763,42,services,married,tertiary,no,12223,yes,no,cellular,19,nov,36,1,-1,0,unknown,no
2764,40,services,divorced,secondary,no,-81,no,yes,cellular,23,jul,186,1,-1,0,unknown,no
2765,47,unemployed,married,primary,no,168,yes,no,telephone,30,jan,66,1,241,1,other,no
2766,35,blue-collar,married,primary,no,319,yes,no,cellular,16,jul,221,1,-1,0,unknown,no
2767,42,technician,divorced,secondary,no,248,no,no,cellular,19,aug,163,4,-1,0,unknown,no
2768,47,admin.,divorced,secondary,no,136,no,yes,cellular,23,jul,70,1,-1,0,unknown,no
2769,36,blue-collar,married,primary,no,49,yes,no,cellular,15,may,232,2,365,5,other,no
2770,36,admin.,married,secondary,no,0,yes,yes,cellular,9,feb,101,2,-1,0,unknown,no
2771,47,services,single,secondary,no,33,yes,no,cellular,5,may,298,1,-1,0,unknown,no
2772,50,management,married,tertiary,no,-94,no,yes,unknown,25,jun,75,1,-1,0,unknown,no
2773,36,technician,married,secondary,no,474,yes,no,unknown,27,may,59,1,-1,0,unknown,no
2774,55,retired,married,primary,no,4424,no,no,cellular,5,aug,67,4,-1,0,unknown,no
2775,45,management,single,tertiary,no,2048,yes,no,cellular,18,oct,310,1,804,1,failure,yes
2776,42,technician,married,secondary,no,613,yes,no,cellular,11,may,432,2,-1,0,unknown,no
2777,33,self-employed,single,secondary,no,238,yes,yes,cellular,5,feb,45,5,-1,0,unknown,no
2778,31,admin.,single,secondary,no,144,yes,no,unknown,4,jul,43,11,-1,0,unknown,no
2779,58,technician,married,secondary,no,7495,yes,no,unknown,13,may,325,1,-1,0,unknown,no
2780,33,management,single,tertiary,no,1410,yes,no,cellular,5,feb,8,1,254,5,failure,no
2781,33,management,divorced,tertiary,no,0,yes,yes,cellular,19,aug,275,8,-1,0,unknown,no
2782,36,admin.,single,secondary,no,1927,yes,no,cellular,18,nov,288,1,137,1,other,no
2783,28,management,single,tertiary,no,231,yes,yes,cellular,25,jul,568,2,-1,0,unknown,no
2784,55,management,married,tertiary,no,2366,yes,yes,cellular,30,jul,94,4,-1,0,unknown,no
2785,48,admin.,single,secondary,no,1150,yes,no,unknown,28,may,357,1,-1,0,unknown,no
2786,46,unemployed,single,tertiary,no,705,no,no,cellular,4,feb,398,1,-1,0,unknown,no
2787,34,services,married,secondary,no,586,yes,yes,unknown,8,may,224,2,-1,0,unknown,no
2788,37,blue-collar,married,secondary,no,103,yes,no,cellular,12,may,153,1,-1,0,unknown,no
2789,44,management,married,tertiary,no,773,no,yes,cellular,9,jul,618,1,-1,0,unknown,no
2790,35,technician,single,secondary,no,450,yes,no,cellular,13,may,63,1,-1,0,unknown,no
2791,50,blue-collar,married,secondary,no,887,no,no,unknown,16,jun,287,1,-1,0,unknown,no
2792,32,blue-collar,married,secondary,no,101,yes,no,unknown,19,may,191,4,-1,0,unknown,no
2793,38,blue-collar,married,primary,no,168,yes,yes,telephone,13,may,212,3,-1,0,unknown,no
2794,34,technician,married,tertiary,no,691,yes,yes,unknown,2,jun,70,1,-1,0,unknown,no
2795,43,technician,married,secondary,no,7876,yes,no,cellular,11,aug,209,2,-1,0,unknown,no
2796,37,management,divorced,tertiary,no,896,no,yes,cellular,14,aug,343,2,-1,0,unknown,no
2797,48,management,divorced,tertiary,no,507,yes,no,cellular,9,apr,528,1,-1,0,unknown,no
2798,33,blue-collar,single,secondary,no,706,yes,no,cellular,7,apr,329,1,322,1,failure,no
2799,28,blue-collar,single,secondary,no,2700,no,no,cellular,3,feb,337,4,-1,0,unknown,no
2800,30,management,single,tertiary,no,1372,no,no,cellular,20,nov,240,2,-1,0,unknown,no
2801,56,retired,married,secondary,no,344,yes,no,unknown,15,may,221,1,-1,0,unknown,no
2802,30,management,single,tertiary,no,604,no,yes,cellular,2,feb,475,1,-1,0,unknown,no
2803,33,unemployed,married,secondary,no,2,yes,no,cellular,16,jul,132,1,-1,0,unknown,no
2804,57,technician,married,unknown,no,206,yes,no,unknown,5,may,216,3,-1,0,unknown,no
2805,44,entrepreneur,married,secondary,no,93,no,no,cellular,7,jul,125,2,-1,0,unknown,no
2806,27,blue-collar,single,secondary,no,5,yes,no,unknown,19,may,205,3,-1,0,unknown,no
2807,63,entrepreneur,married,secondary,no,3904,no,no,telephone,4,aug,250,2,187,2,success,yes
2808,53,entrepreneur,married,unknown,no,7,no,no,cellular,20,nov,68,1,-1,0,unknown,no
2809,30,management,single,tertiary,no,7845,yes,no,unknown,3,jun,59,1,-1,0,unknown,no
2810,33,housemaid,married,primary,no,212,yes,no,cellular,11,jul,260,2,-1,0,unknown,no
2811,50,admin.,married,secondary,no,0,no,no,cellular,4,aug,86,4,-1,0,unknown,no
2812,36,blue-collar,married,secondary,no,2357,yes,no,unknown,17,jun,228,2,-1,0,unknown,no
2813,41,blue-collar,married,secondary,yes,720,no,yes,cellular,24,jul,651,1,-1,0,unknown,yes
